user_id,session_id,category,brand,cost_price,selling_price,discount,timestamp,referrer,device_type,os,browser,ip_address,payment_method
USI_147,A0C2BF4Dda7acd1EECBfd21dF2FA6Cfd,Desktop Computers,Acer,12315,13147.0,422,2023-10-26 19:05:59,0,Laptops,Android,Brave,42.131.122.252,RTGS
USI_3,31dB93CAcf0c8caA3Edc6DEdE0Bef8ef,Home Appliances,Diesel,41974,45858.0,713,2023-10-26 19:05:59,lvn961,Smart TVs,macOS,Safari,17.11.19.47,RTGS
USI_506,5041De4adbb9C56Cb05b6dA6CEDa3d5D,Accessories,LG,85449,99255.0,1005,2023-10-26 19:06:39,0,Smart TVs,Android,Safari,26.220.18.3,Cash on Delivery (COD)
USI_51,b01b6b0fEFC29C97df0fA25a24a8Fb8a,Tablets,Antec,29674,32607.0,575,2023-10-26 19:06:39,fes860,Smartphones,Linux,Chrome,107.7.210.152,NEFT
USI_545,5d338184bbc6Dd2e12dc847aAFDccA42,Audio Equipment,Samsung,92605,108397.0,178,2023-10-26 19:07:19,rmw664,Smartphones,Windows,Opera,148.37.1.26,Cash on Delivery (COD)
USI_598,DBAe74b3e8bc56abdcbbb2EEcFBCfDA3,Accessories,Google,90200,102646.0,1843,2023-10-26 19:07:19,evo113,Gaming Consoles,Windows,Opera,119.1.78.49,Credit Card
USI_536,be1C5C1d6BA6f959bBAd568c7386c327,Home Appliances,McDonald's,53831,56527.0,1688,2023-10-26 19:07:19,0,Gaming Consoles,Ubuntu,Opera,180.255.155.29,EMI
USI_656,1a0E91da66CdaDFBecCFCBC59b9DFAa9,Networking Equipment,MSI,93790,111330.0,1185,2023-10-26 19:07:19,wva381,Tablets,Linux,Opera,31.33.236.56,IMPS
USI_177,00F9Fe1DCe03f8a628EE4331AfCCac70,Laptops,LG,52266,60781.0,1873,2023-10-26 19:07:19,tlf529,Laptops,Windows,Firefox,244.96.114.69,Net Banking
USI_504,bBefaB3Ff0fFcaa16fA4231246fFC0C5,Wearable Technology,Tommy Hilfiger,85236,99275.0,1210,2023-10-26 19:07:19,vve238,Smartphones,iOS,Opera,210.32.110.111,Debit Card
USI_479,EFAe9cf6d472bD35feeDAf9F7b636fFf,Laptops,Lenovo,75989,83562.0,1912,2023-10-26 19:07:19,xda101,Tablets,Ubuntu,Opera,37.204.124.84,Net Banking
USI_322,066FE1a36CB9bd2B182aCbFfdF8284aA,Desktop Computers,Logitech,12585,14018.0,1449,2023-10-26 19:07:41,ogv3,Desktop Computers,Windows,Opera,59.9.142.238,IMPS
USI_455,4E0cbf6EB9B6E8BD67d5504bF141ff6f,Wearable Technology,Dell,13943,16002.0,1324,2023-10-26 19:07:41,ddi545,Smartphones,Ubuntu,Yandex Browser,102.197.202.95,UPI
USI_49,74B359E4972EACCf717B7E520E7f68ad,Wearable Technology,Sony,87708,94415.0,576,2023-10-26 19:07:41,nsh328,Laptops,iOS,Chrome,57.214.32.224,Credit Card
USI_544,98d42Fb8A40B1B421aa39BCcfe18A18E,Networking Equipment,Acer,98896,118072.0,1225,2023-10-26 19:07:41,0,Desktop Computers,Chrome OS,Chrome,108.96.171.244,IMPS
USI_89,9Ab2a4A2cE4c926B765eAF92474Ef5Be,Laptops,Swatch,46541,54625.0,436,2023-10-26 19:07:41,0,Smart TVs,iOS,Microsoft Edge,81.84.91.22,UPI
USI_988,CeebA853cDaB81D6eC81EA9bCEab662E,Gaming Consoles,Samsung,76625,87022.0,1495,2023-10-26 19:08:08,0,Desktop Computers,Windows,Yandex Browser,107.153.119.77,Cash on Delivery (COD)
USI_591,B0CCb05Cd9Ea1EC5aaCDaefc3D21624d,Digital Cameras,Kia,29164,33857.0,1321,2023-10-26 19:08:08,tvk87,Smartphones,iOS,Microsoft Edge,161.135.155.232,IMPS
USI_468,e25DfE3009F29A9B1bD90cD3225Daf95,Laptops,Bose,47150,51114.0,348,2023-10-26 19:08:08,iqv296,Desktop Computers,Chrome OS,Yandex Browser,32.228.92.154,Net Banking
USI_923,76eCfBbA092D6429be7b430f8CB29b24,Audio Equipment,Sennheiser,32402,34664.0,984,2023-10-26 19:08:08,0,Laptops,Ubuntu,Brave,22.67.168.237,Credit Card
USI_254,011aCBD94bC59ccadf15afd4DF7bb470,Networking Equipment,Toyota,60211,69539.0,1436,2023-10-26 19:08:08,0,Smartphones,Ubuntu,Edge,201.112.73.103,Cash on Delivery (COD)
USI_295,2a0EF72EA6AcbD1fcCcEa8aAaB288fdf,Networking Equipment,LG,76849,91566.0,363,2023-10-26 19:08:08,0,Gaming Consoles,Linux,Brave,192.47.7.126,Net Banking
USI_93,af40Bf8E97b67Cab111BB85FfDa894CC,Televisions,ASUS,78986,90692.0,201,2023-10-26 19:08:08,eam183,Gaming Consoles,Windows,Edge,239.54.47.221,IMPS
USI_407,c5537AF7E4d1fEA02CE236E2FAFcde8c,Home Appliances,Zara,10805,11568.0,1112,2023-10-28 23:34:27,0,Desktop Computers,macOS,Brave,11.155.177.182,Credit Card
USI_556,4ecC5c4b2f83A8e5dd30c4AcA641f15A,Digital Cameras,Samsung,9805,11140.0,1459,2023-10-28 23:34:27,0,Laptops,Ubuntu,Firefox,199.222.43.175,Debit Card
USI_808,BFaB8EA1eceF60cd5E9061470Fa80a8e,Tablets,LG,44033,46892.0,442,2023-10-28 23:34:27,0,Smart TVs,Ubuntu,Vivaldi,236.2.210.95,Cash on Delivery (COD)
USI_70,cE89CF5D4Fbd90D620618fCD6F2E7Ce2,Networking Equipment,HyperX,70292,78349.0,728,2023-10-28 23:34:27,0,Gaming Consoles,Ubuntu,Yandex Browser,198.152.103.221,Debit Card
USI_273,6fC7ac52C4fF63BFDFCCc09C09B05693,Home Appliances,Sennheiser,98424,114865.0,744,2023-10-28 23:34:27,0,Smart TVs,Ubuntu,Safari,172.241.60.159,Credit Card
USI_416,b6bBD3c0FBaFca7e5DFa0FFf9bDe2671,Digital Cameras,LG,92542,105673.0,1182,2023-10-28 23:34:27,0,Tablets,macOS,Opera,141.137.247.118,Debit Card
USI_554,46DfEacFD4A3A3A9DBaFdabdb3BB5fCf,Networking Equipment,SteelSeries,79264,88082.0,933,2023-10-28 23:34:27,vyp970,Smart TVs,Linux,Chrome,76.68.117.229,UPI
USI_960,43CBBC5dAB97b3A6cFe64adD2D9B6365,Home Appliances,Apple,75674,84669.0,612,2023-10-28 23:34:27,0,Smartphones,iOS,Yandex Browser,9.213.135.206,Cash on Delivery (COD)
USI_962,5346AaBde3BB8B0fA3722f5b40BcDbC7,Laptops,Fendi,90952,108305.0,562,2023-10-28 23:34:27,0,Smartphones,Android,Opera,39.17.192.80,Credit Card
USI_884,f73FFbDdEa4Fd0Ba188fFe35EfF9B90d,Audio Equipment,Dell,52411,55212.0,209,2023-10-28 23:34:27,ggb594,Smartphones,macOS,Edge,178.149.69.139,Net Banking
USI_56,ba9fB91E31ad03C92cAdadA80b8FdE7b,Accessories,Blackberry,19357,22801.0,1050,2023-10-28 23:34:46,0,Laptops,iOS,Firefox,77.233.193.251,RTGS
USI_784,59d5EFc41DaE5cAd33452a7D5d93BB28,Digital Cameras,ASUS,78764,94245.0,538,2023-10-28 23:34:46,agp758,Desktop Computers,Android,Microsoft Edge,220.30.138.20,UPI
USI_973,cA9c3a7dfac44d1D7fB53DB88CfA8A4e,Tablets,Lacoste,66870,77078.0,675,2023-10-28 23:34:46,0,Smart TVs,Windows,Microsoft Edge,182.232.254.192,UPI
USI_607,1b942dCe2992df980f0EA78030FAF8bB,Digital Cameras,AMD,79871,87368.0,1803,2023-10-28 23:34:46,0,Smart TVs,Windows,Opera,137.63.204.161,Debit Card
USI_264,e27bFAdEA396D9bd9C38E29C4Da0B8DE,Desktop Computers,Lenovo,13317,14736.0,665,2023-10-28 23:34:46,mmo109,Laptops,Linux,Firefox,40.2.12.160,Debit Card
USI_136,9eb07afe7B316e61BC1cB1bBfE985FCB,Networking Equipment,Apple,85716,96887.0,593,2023-10-28 23:35:06,0,Desktop Computers,Windows,Microsoft Edge,204.20.200.98,EMI
USI_367,107FEE5CBA3bFB2eEE09d6A4EBBECdD5,Audio Equipment,Nestle,65108,71122.0,249,2023-10-28 23:35:06,0,Smartphones,Ubuntu,Edge,142.47.51.161,EMI
USI_730,aa09BA2aa19212D89FbB9ceaAEAc7D2d,Smartphones,Logitech,46561,51232.0,1773,2023-10-28 23:35:06,sgu61,Laptops,Android,Chrome,236.178.94.119,Net Banking
USI_83,37B37fdE2af33f03FafaE02cE47De5FC,Home Appliances,Puma,11896,14130.0,1429,2023-10-28 23:35:14,qas932,Gaming Consoles,Linux,Vivaldi,131.122.207.141,NEFT
USI_369,20Cee85aEF51E039ABE13472CfEAF216,Smartphones,NZXT,5060,5681.0,429,2023-10-28 23:35:14,0,Gaming Consoles,iOS,Firefox,73.224.194.71,RTGS
USI_570,07dDd44808f38a0B4Dc027FA7D3E39B4,Gaming Consoles,Microsoft,99344,105806.0,1558,2023-10-28 23:35:14,0,Tablets,Chrome OS,Opera,37.82.231.14,Credit Card
USI_600,cF89FeB1AE811Eb91ee58c7cbbaa8eea,Laptops,Burberry,62341,71918.0,1419,2023-10-28 23:35:14,0,Desktop Computers,iOS,Chrome,189.43.61.94,UPI
USI_519,aDFcbbC8DbCCeCCcFf8Aa3C57Bd1148d,Wearable Technology,Vodafone,39018,41365.0,1206,2023-10-28 23:35:33,afj663,Desktop Computers,macOS,Opera,116.104.148.126,Debit Card
USI_639,D47c5F99377Ab876dCB14BA522bd0B15,Tablets,Verizon,37927,44239.0,201,2023-10-28 23:35:33,0,Tablets,macOS,Safari,137.43.5.40,Cash on Delivery (COD)
USI_874,b6fcEC46D2BB4b06D4AD1665fB4a2b31,Smartphones,Amazon,90873,105585.0,1782,2023-10-28 23:35:33,fqn602,Laptops,Ubuntu,Microsoft Edge,45.146.83.21,NEFT
USI_981,BCcea0Bc8C8C5aC0e8a35029302ba059,Tablets,Acer,46168,54925.0,1275,2023-10-28 23:35:33,gco842,Gaming Consoles,Android,Microsoft Edge,178.43.153.7,UPI
USI_312,fEe116f8A91EA5bDF0B78cb1DCBFD32C,Desktop Computers,Samsung,97220,109507.0,283,2023-10-28 23:35:33,spx155,Gaming Consoles,Windows,Opera,64.180.153.40,Debit Card
USI_368,d783Fe04dfe96dcd8C6EA2e7744416A0,Home Appliances,Gucci,15906,17708.0,461,2023-10-28 23:35:51,0,Gaming Consoles,Android,Brave,89.189.111.53,UPI
USI_739,066D3CA0EDf88eC8fFBf7DA3bfdeaa0e,Laptops,AT&T,53773,62833.0,1469,2023-10-28 23:35:51,ktx606,Smart TVs,Windows,Firefox,94.63.119.39,UPI
USI_979,1AEC3eDBE4C94D6aBEBDBAAF4dbdf58F,Digital Cameras,Nvidia,36100,42143.0,1788,2023-10-28 23:35:51,0,Desktop Computers,macOS,Microsoft Edge,50.15.147.7,RTGS
USI_608,d692827A04b1bAD869B8B2d28DD162F1,Gaming Consoles,Apple,76781,87698.0,1649,2023-10-28 23:35:51,lnx373,Tablets,Android,Edge,130.142.40.158,Cash on Delivery (COD)
USI_186,1cD8364eeACDFBc81afeBC7cBf5D9CAb,Wearable Technology,Under Armour,39813,45011.0,1826,2023-10-28 23:35:51,iqq651,Smart TVs,Ubuntu,Vivaldi,125.101.225.184,EMI
USI_789,7be41e2D8ACC6c86cD1B1bCa1Ed1b0b7,Accessories,Panasonic,41871,45645.0,708,2023-10-28 23:35:51,gvg121,Smartphones,Android,Firefox,7.209.202.185,Debit Card
USI_676,7d08fBABd9Fa76ac4e5Fe5C51ba39A5c,Audio Equipment,Panasonic,44216,51968.0,815,2023-10-28 23:35:51,0,Gaming Consoles,Ubuntu,Vivaldi,190.120.16.158,RTGS
USI_294,42E8539f3C9e6dF094F466E82cA9a18B,Laptops,Coca-Cola,11926,12896.0,1168,2023-10-28 23:35:51,lrd791,Laptops,Ubuntu,Firefox,60.175.26.12,UPI
USI_354,6FBF44Fa6EAa059Bba228C864aeD4485,Audio Equipment,Toshiba,94769,103903.0,1868,2023-10-28 23:35:51,ttd281,Gaming Consoles,macOS,Vivaldi,0.143.41.90,Credit Card
USI_730,9E3cEb59a77D418c3D4C7F5fC373a4aD,Tablets,Michael Kors,10834,12106.0,1836,2023-10-28 23:35:51,0,Tablets,macOS,Yandex Browser,128.172.95.136,Mobile Wallets
USI_347,81d6A48D0B2a530f69CE516B879CcF7c,Laptops,Toshiba,77442,89587.0,1185,2023-10-28 23:36:08,0,Gaming Consoles,iOS,Vivaldi,79.7.227.159,UPI
USI_691,1cdCfAFce4baDe78C4fc3afbA2Bc93F4,Laptops,Motorola,52442,61757.0,1174,2023-10-28 23:36:08,0,Smartphones,Windows,Microsoft Edge,126.161.138.91,Cash on Delivery (COD)
USI_578,6519badbfFd6c4206a016b965Aff0EEf,Laptops,ASUS,66165,74218.0,732,2023-10-28 23:36:08,0,Gaming Consoles,Linux,Yandex Browser,67.206.3.225,RTGS
USI_21,551C0847f234Aed35385D9e5610eABb5,Home Appliances,ASUS,11705,12395.0,1283,2023-10-28 23:36:08,gam901,Tablets,Windows,Vivaldi,35.226.75.61,Credit Card
USI_383,46fCAD1ad06DFd3b70CDA2C8a7EAbCEf,Audio Equipment,Ballistix,89839,104911.0,1795,2023-10-28 23:36:23,zfs83,Smartphones,macOS,Edge,6.110.248.255,Net Banking
USI_443,Dc25fC767E1c68A6F70946D0547184e9,Tablets,Pepsi,8723,10204.0,1578,2023-10-28 23:36:23,knm928,Desktop Computers,iOS,Edge,125.86.10.113,RTGS
USI_25,fBb32EF70170Ef6fE1beeD1BD1bb9De6,Desktop Computers,Toshiba,79436,91036.0,895,2023-10-28 23:36:23,0,Smartphones,Ubuntu,Yandex Browser,81.46.122.11,NEFT
USI_178,7CB4EeE708ce5d4592F8Ae43d3EdFa1c,Desktop Computers,Corsair,59498,62553.0,1930,2023-10-28 23:36:23,mml937,Smart TVs,Windows,Safari,9.119.207.83,EMI
USI_144,bCCfdD39379e4570bceeB098B3BDE3BB,Laptops,Timex,36402,40025.0,1293,2023-10-28 23:36:23,0,Gaming Consoles,Android,Chrome,19.153.151.87,Credit Card
USI_508,cDC9DfFe7B586725De1d058f0Ac3f156,Televisions,Nestle,74591,83183.0,1090,2023-10-28 23:36:52,0,Laptops,iOS,Firefox,48.53.10.255,NEFT
USI_373,FBCE7cd8093Fceb8a2c5c049D17cD4Be,Home Appliances,ASUS,83217,88329.0,1493,2023-10-28 23:36:52,okc100,Smart TVs,Linux,Vivaldi,57.240.225.108,Mobile Wallets
USI_864,eC6B25b2De8bDFacEdd6f45C51573415,Televisions,LG,61707,73096.0,1723,2023-10-28 23:36:52,xee36,Gaming Consoles,Linux,Vivaldi,236.229.88.90,Credit Card
USI_267,9801CA94c3eEfB7F9ce7bFce09aa9C3F,Audio Equipment,Amazon,53551,58626.0,898,2023-10-28 23:36:52,0,Smart TVs,Android,Safari,175.106.124.80,RTGS
USI_623,ecFfD7ED1F7d087817F71DFbc12BF51c,Televisions,Kingston,73841,84161.0,766,2023-10-28 23:36:52,0,Tablets,Chrome OS,Yandex Browser,202.158.239.84,IMPS
USI_904,c23DeA6aB8F6FC83416e7B558Cd4fB0D,Wearable Technology,Burger King,23461,26326.0,1981,2023-10-28 23:36:52,0,Tablets,Linux,Firefox,146.76.142.155,Credit Card
USI_688,ad8aC9D4cEE95E2F622c38C3eB052BF3,Networking Equipment,Versace,79203,90814.0,938,2023-10-29 10:11:32,exm921,Tablets,Linux,Edge,72.131.96.69,RTGS
USI_617,dfa5E85f3ecdC3fC9cD2a4ECCFc09Eee,Accessories,Casio,69039,79446.0,731,2023-10-29 10:11:32,bce633,Smartphones,Linux,Brave,77.163.144.102,IMPS
USI_293,C175d36443B730bAbBEDFbBDdB741566,Wearable Technology,Pepsi,27047,31219.0,193,2023-10-29 10:11:32,pbm791,Laptops,Ubuntu,Safari,250.98.41.106,Net Banking
USI_776,af1b35BcABAa19a435948DdBef25d9E4,Desktop Computers,HTC,73795,84764.0,1535,2023-10-29 10:11:32,ckf960,Desktop Computers,Ubuntu,Vivaldi,112.115.69.24,UPI
USI_450,4DACF17Cb8C0EdF1ef9D57baBe4E1E8d,Wearable Technology,Burger King,16868,20164.0,277,2023-10-29 10:11:32,ois615,Smart TVs,Ubuntu,Chrome,81.107.22.82,EMI
USI_363,fb26caBcEA0231eEfcC6ED71e6BaF10E,Televisions,Timex,79213,84273.0,954,2023-10-29 10:11:32,0,Desktop Computers,Chrome OS,Yandex Browser,107.170.91.140,UPI
USI_866,aaD6f6FdEBf04aAAc5Cf9c4E2AeB2AD1,Home Appliances,Dell,84629,101123.0,1969,2023-10-29 10:11:32,0,Smart TVs,Android,Brave,217.55.58.25,Net Banking
USI_129,0A758E9f691fAC57aCBA6FfE5e0Bc024,Laptops,Panasonic,84334,92127.0,753,2023-10-29 10:11:54,bnn432,Gaming Consoles,Ubuntu,Vivaldi,90.95.218.168,Net Banking
USI_213,c928E4b82E9Ea0Bff3E45F9e5D9B22b0,Tablets,Nike,46193,49643.0,1931,2023-10-29 10:11:54,fst612,Tablets,Ubuntu,Microsoft Edge,156.162.167.119,Mobile Wallets
USI_851,2C8EF132338F98bED05D5bBF4ADc28Ef,Digital Cameras,HP,27333,32099.0,764,2023-10-29 10:12:11,cyy20,Smart TVs,macOS,Microsoft Edge,102.11.25.69,UPI
USI_862,d2D3cfb1050aEa26E274ebc10cd6B951,Wearable Technology,Tommy Hilfiger,31124,34517.0,694,2023-10-29 10:12:11,irz657,Desktop Computers,Ubuntu,Vivaldi,135.16.20.164,RTGS
USI_471,5ebe05Ae174E8Cb7af0680f4fFC6BE76,Home Appliances,Corsair,79617,88064.0,510,2023-10-29 10:12:11,0,Desktop Computers,macOS,Yandex Browser,186.118.200.0,Credit Card
USI_253,e8AfdD7bdBf2b7Dfd8CB788F31071e10,Tablets,Huawei,72688,86422.0,748,2023-10-29 10:12:11,0,Laptops,macOS,Firefox,75.15.130.45,Mobile Wallets
USI_290,7DeDde93608A9bfBBe6aafEe7DdD1efe,Wearable Technology,Sony,99102,105375.0,792,2023-10-29 10:12:11,lxe817,Tablets,Chrome OS,Yandex Browser,27.245.156.204,Net Banking
USI_437,f84842CB3F1fECBDa21C9c52160E5b24,Gaming Consoles,Motorola,44857,48319.0,577,2023-10-29 10:12:11,0,Smart TVs,Ubuntu,Safari,108.5.1.10,NEFT
USI_11,c65CeB8d37899C2bcBbeAAc50574d70C,Televisions,General Electric,18990,21843.0,187,2023-10-29 10:12:36,0,Gaming Consoles,Android,Brave,161.224.60.83,Debit Card
USI_888,E1Ea3c05C988106a20DE40ff83696dcC,Smartphones,Bowers & Wilkins,37481,40483.0,1069,2023-10-29 10:12:36,cnk938,Desktop Computers,Ubuntu,Opera,2.196.150.154,Cash on Delivery (COD)
USI_606,b8247caFDb9b42BB06fBebEBcBbDf991,Smartphones,Timex,60289,71147.0,1171,2023-10-29 10:12:36,0,Smartphones,Windows,Microsoft Edge,231.138.128.66,Credit Card
USI_387,EC001CB62da278a9369A8c50b9F70edA,Televisions,Lenovo,73272,83976.0,1868,2023-10-29 10:12:36,0,Laptops,Android,Brave,78.52.43.0,Credit Card
USI_868,3a2a1D461c6ba78Ddb6b742A01cbaF3A,Laptops,Fujitsu,90271,105568.0,1924,2023-10-29 10:12:36,0,Gaming Consoles,Ubuntu,Chrome,52.107.26.2,Cash on Delivery (COD)
USI_260,0863E2D1bEC2C60E940A6f25Afb2eA7F,Desktop Computers,Google,33693,39466.0,1786,2023-10-29 10:12:36,awt247,Smartphones,Android,Chrome,235.28.188.81,Credit Card
USI_551,aBb02fdBe9Fb8B5881ed5AbeF3ea967c,Televisions,Ford,79996,86633.0,983,2023-10-29 10:12:49,wag844,Tablets,Linux,Brave,106.241.155.108,RTGS
USI_868,9CCaa1d19e20328562adF9089af267D8,Wearable Technology,Motorola,53001,59960.0,1113,2023-10-29 10:12:49,lnm127,Smartphones,iOS,Brave,72.221.97.57,NEFT
USI_995,B26cDa5e882FB85aaC9B221Dfa924Aba,Tablets,HP,90514,103956.0,964,2023-10-29 10:12:49,0,Gaming Consoles,Ubuntu,Vivaldi,40.19.175.130,Cash on Delivery (COD)
USI_982,ADf387a695C4eD45E3DBEAaba3B5406b,Wearable Technology,Fendi,58666,62448.0,790,2023-10-29 10:12:49,efv198,Smartphones,Chrome OS,Chrome,241.65.189.194,Net Banking
USI_673,9d16bF7F1C7b25D4a52c67C192BE0EE3,Audio Equipment,Burger King,9572,10755.0,770,2023-10-29 10:12:49,0,Laptops,Chrome OS,Yandex Browser,253.167.63.116,Credit Card
USI_479,97720AD3EE22F6c8ce56Ed4561F70Bf0,Televisions,Nestle,4179,4678.0,602,2023-10-29 10:12:49,0,Smart TVs,Ubuntu,Brave,241.61.162.238,Mobile Wallets
USI_617,E701BD1b5f7fF5B4CEc8DAcaf08Ba3d5,Wearable Technology,Crucial,70959,83629.0,1061,2023-10-29 10:12:49,0,Desktop Computers,iOS,Microsoft Edge,72.228.139.152,RTGS
USI_484,FE2299f26C4b390F1DdAFBB127d7fcef,Wearable Technology,Fujitsu,89224,100199.0,1376,2023-10-29 10:12:49,0,Laptops,Android,Chrome,205.12.132.229,RTGS
USI_538,156862E8DAbA0B80EAf16Fac11d5a228,Televisions,Hugo Boss,90708,107481.0,113,2023-10-29 10:58:20,ufs168,Gaming Consoles,Android,Chrome,56.93.195.115,NEFT
USI_565,f12aae2Ef4CF68B67C3A7c4f33CBcE4E,Audio Equipment,Chanel,82173,87795.0,1614,2023-10-29 10:58:20,rpj201,Gaming Consoles,Chrome OS,Chrome,170.107.59.249,NEFT
USI_421,E3F8e8cBF10E33F3423372d96CfD26Dd,Networking Equipment,Siemens,45883,54963.0,253,2023-10-29 10:58:20,yte443,Gaming Consoles,Android,Safari,34.23.44.243,RTGS
USI_145,e7727a9ABef1c680eb6AF440B7bCE9BA,Audio Equipment,Samsung,67384,79209.0,397,2023-10-29 10:58:20,0,Smartphones,Linux,Chrome,213.184.59.79,Mobile Wallets
USI_969,04B1C242E1BaDeA6b2428bB34dF0917f,Smartphones,Tiffany & Co.,14049,15757.0,173,2023-10-29 10:58:20,0,Desktop Computers,Android,Brave,29.250.60.45,Cash on Delivery (COD)
USI_538,9D71e3323c1BDb63Fb0A5Eb4249bB196,Laptops,Dell,30155,33004.0,1295,2023-10-29 10:58:20,zrm369,Smart TVs,iOS,Edge,32.206.83.131,Mobile Wallets
USI_829,23faeafdBB073931e1cEECfCfea50dbe,Home Appliances,Hermes,80792,89294.0,1815,2023-10-29 10:58:20,0,Desktop Computers,Ubuntu,Microsoft Edge,95.76.6.39,Net Banking
USI_175,48c99119acfFaC75C8b6FA723937C07f,Digital Cameras,Seagate,86314,97329.0,1792,2023-10-29 10:58:20,jbd218,Desktop Computers,Android,Vivaldi,205.19.95.206,NEFT
USI_487,bdc1A1acAd1C23853A3Ee6C34243C7CA,Accessories,Acer,76434,87715.0,536,2023-10-29 10:58:20,0,Gaming Consoles,Chrome OS,Brave,6.65.52.14,UPI
USI_669,EDd37fCE43D7464E94f9295f0C7AB2C6,Accessories,LG,5554,5947.0,656,2023-10-29 10:58:45,0,Smart TVs,Windows,Microsoft Edge,89.144.171.200,UPI
USI_248,DE2b1ed8d10dcB0c723EaF9Aa19FBd0a,Smartphones,Google,55042,59192.0,698,2023-10-29 10:58:45,0,Laptops,Windows,Brave,105.124.194.253,EMI
USI_58,41DE733F10a1Cfc9aA007f3a0B808F0C,Smartphones,SteelSeries,16914,19573.0,221,2023-10-29 10:58:45,0,Desktop Computers,Chrome OS,Opera,253.140.152.103,NEFT
USI_881,D2ED23747Aad63E8dA94E9EDBF4d4E76,Desktop Computers,McDonald's,86845,103248.0,1904,2023-10-29 10:58:45,dcw285,Laptops,iOS,Safari,155.165.132.12,IMPS
USI_855,69ccACE8B969Ab7ffcCaBbAB2Ccd9b3A,Digital Cameras,Logitech,14727,17148.0,848,2023-10-29 10:58:45,uii708,Gaming Consoles,Linux,Vivaldi,187.191.184.100,Cash on Delivery (COD)
USI_139,d16a269eac402aeFd8a82f7E3Ba63aBE,Smartphones,ZTE,69584,83063.0,1990,2023-10-29 10:58:45,0,Gaming Consoles,iOS,Opera,20.236.204.46,Net Banking
USI_836,Fbd329AAfeCC01fAd4b2Eb4840Ea5C5E,Home Appliances,Cooler Master,59763,64197.0,1645,2023-10-29 10:59:09,mit441,Tablets,Android,Microsoft Edge,23.0.30.216,UPI
USI_392,d65752bBCf6FC9b2D92e2BFEDdbB014E,Home Appliances,Antec,24072,26720.0,1869,2023-10-29 10:59:09,ciw675,Smart TVs,Ubuntu,Opera,142.9.94.49,Cash on Delivery (COD)
USI_670,b7cfd9eE6cddcca06aD68B22eD3fF5b0,Digital Cameras,Google,77623,86480.0,345,2023-10-29 10:59:09,0,Gaming Consoles,Ubuntu,Yandex Browser,117.232.85.223,UPI
USI_679,7eBbAF548c56cCfa2DBa78Caa2823ECE,Networking Equipment,Logitech,5314,6266.0,1786,2023-10-29 10:59:09,0,Smart TVs,macOS,Vivaldi,14.243.218.223,EMI
USI_337,d7e7ab970392F7dA39f5c09BA0b0A93A,Accessories,ASUS,85834,98395.0,100,2023-10-29 10:59:09,0,Laptops,Android,Firefox,66.75.167.141,RTGS
USI_358,64ddce7182E5F5CCbbFb055BD3Cd9316,Audio Equipment,BenQ,71591,80379.0,997,2023-10-29 10:59:09,0,Desktop Computers,Windows,Firefox,125.33.245.110,Debit Card
USI_942,43B4Efa92aA3dFDe18a904C69C8eb5A8,Televisions,Cooler Master,32758,35676.0,1040,2023-10-29 10:59:09,0,Gaming Consoles,Android,Edge,57.200.249.189,RTGS
USI_346,9C4E871BeE37fD68a7F4cc1e57F0c094,Digital Cameras,Dior,93430,111056.0,746,2023-10-29 10:59:09,jpa990,Smart TVs,Windows,Firefox,57.109.111.243,Mobile Wallets
USI_615,5b06ffcAF10c1Cb6EF3729a073CFECBa,Gaming Consoles,Beats by Dre,51855,62088.0,1165,2023-10-29 10:59:17,cbl862,Gaming Consoles,iOS,Chrome,134.93.92.86,Debit Card
USI_240,D713D70Ba4Fdd7Fadd7A04bb3F9Fa5A0,Audio Equipment,Seagate,74593,88912.0,1966,2023-10-29 10:59:17,bhl276,Smart TVs,Chrome OS,Edge,183.249.94.131,Credit Card
USI_572,dAa55fcCcd016F8661fCFE9EbCCaF463,Laptops,Nvidia,89725,98736.0,1972,2023-10-29 10:59:17,0,Tablets,Windows,Edge,78.170.48.50,Debit Card
